1.9404 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
11.4293 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
12.8460 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D66C3DB128>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001D66C46D5F8>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
12.8467 	EXP 	window1: mouseVisible = True
12.8468 	EXP 	window1: recordFrameIntervals = False
13.0114 	EXP 	window1: recordFrameIntervals = True
13.1951 	EXP 	window1: recordFrameIntervals = False
13.6468 	EXP 	Created Instruction_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='Instruction_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
13.6546 	EXP 	Created Fixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Fixation', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
13.6611 	EXP 	Created Stimulusarrow = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Stimulusarrow', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
13.6654 	EXP 	Created Backmask = NoiseStim(__class__=<class 'psychopy.visual.noise.NoiseStim'>, autoDraw=False, autoLog=True, blendmode='avg', color=array([0.15, 0.15, 0.15]), colorSpace='rgb', contrast=0.15, depth=-2.0, interpolate=False, mask='none', maskParams=None, name='Backmask', opacity=1, ori=0.0, phase=array([0., 0.]), pos=array([0., 0.]), rgbPedestal=array([0., 0., 0.]), sf=array([1., 1.]), size=array([0.5, 0.5]), tex='sin', texRes=128, units='height', win=Window(...))
13.6717 	EXP 	Created Frontmask = NoiseStim(__class__=<class 'psychopy.visual.noise.NoiseStim'>, autoDraw=False, autoLog=True, blendmode='avg', color=array([0.15, 0.15, 0.15]), colorSpace='rgb', contrast=0.15, depth=-3.0, interpolate=False, mask='none', maskParams=None, name='Frontmask', opacity=1, ori=0.0, phase=array([0., 0.]), pos=array([0., 0.]), rgbPedestal=array([0., 0., 0.]), sf=array([1., 1.]), size=array([0.5, 0.5]), tex='sin', texRes=128, units='height', win=Window(...))
13.6795 	EXP 	Created Primerarrow = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Primerarrow', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
13.7145 	EXP 	Backmask: blendmode = 'avg'
13.7145 	EXP 	Backmask: mask = None
13.7145 	EXP 	Backmask: texRes = 128
13.7145 	EXP 	Backmask: noiseType = 'Binary'
13.7145 	EXP 	Backmask: noiseImage = None
13.7145 	EXP 	Backmask: noiseElementSize = [0.0625]
13.7145 	EXP 	Backmask: noiseBaseSf = 8.0
13.7145 	EXP 	Backmask: noiseBW = 1.0
13.7145 	EXP 	Backmask: noiseBWO = 30.0
13.7145 	EXP 	Backmask: noiseFractalPower = 0.0
13.7145 	EXP 	Backmask: noiseFilterUpper = 8.0
13.7145 	EXP 	Backmask: noiseFilterLower = 1.0
13.7145 	EXP 	Backmask: noiseFilterOrder = 0.0
13.7145 	EXP 	Backmask: noiseClip = 3.0
13.7145 	EXP 	Backmask: filter = None
13.7145 	EXP 	Backmask: tex = <class 'numpy.ndarray'>
13.7145 	EXP 	Backmask: tex = <class 'numpy.ndarray'>
13.7145 	EXP 	Frontmask: blendmode = 'avg'
13.7145 	EXP 	Frontmask: mask = None
13.7145 	EXP 	Frontmask: texRes = 128
13.7145 	EXP 	Frontmask: noiseType = 'Binary'
13.7145 	EXP 	Frontmask: noiseImage = None
13.7145 	EXP 	Frontmask: noiseElementSize = [0.0625]
13.7145 	EXP 	Frontmask: noiseBaseSf = 8.0
13.7145 	EXP 	Frontmask: noiseBW = 1.0
13.7145 	EXP 	Frontmask: noiseBWO = 30.0
